"state","crime","incidents","victims"
"D&N Haveli","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",7,7
"Daman & Diu","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",9,15
"Delhi","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",73,124
"Lakshadweep","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",0,0
"Puducherry","Rioting-Sec 147- 151-153- 153A IPC--Other Rioting- ",23,31
"Andhra Pradesh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",14,14
"Arunachal Pradesh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",1,1
"Assam","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",1,1
"Bihar","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",8,37
"Chhattisgarh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Goa","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Gujarat","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",9,9
"Haryana","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",12,12
"Himachal Pradesh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Jammu & Kashmir","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",5,5
"Jharkhand","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",1,1
"Karnataka","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",22,22
"Kerala","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",48,48
"Madhya Pradesh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",22,22
"Maharashtra","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",31,31
"Manipur","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Meghalaya","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",4,4
"Mizoram","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Nagaland","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Odisha","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",2,2
"Punjab","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Rajasthan","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",19,23
"Sikkim","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Tamil Nadu","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",32,23
"Telangana","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",33,35
"Tripura","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",1,1
"Uttar Pradesh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",109,164
"Uttarakhand","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",21,21
"West Bengal","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",51,51
"A & N Islands","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Chandigarh","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"D&N Haveli","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Daman & Diu","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Delhi","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Lakshadweep","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",1,2
"Puducherry","Offences Promoting Enmity Between Different Groups- On Ground of Religion-Race-Place Of Birth-Etc-Sec 153A IPC",0,0
"Andhra Pradesh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Arunachal Pradesh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Assam","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Bihar","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Chhattisgarh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Goa","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Gujarat","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Haryana","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",4,4
"Himachal Pradesh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Jammu & Kashmir","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Jharkhand","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Karnataka","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Kerala","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",2,2
"Madhya Pradesh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",4,4
"Maharashtra","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",4,4
"Manipur","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Meghalaya","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Mizoram","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Nagaland","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Odisha","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Punjab","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Rajasthan","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",3,3
"Sikkim","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Tamil Nadu","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",1,1
"Telangana","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Tripura","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Uttar Pradesh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",10,10
"Uttarakhand","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",1,1
"West Bengal","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",2,2
"A & N Islands","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Chandigarh","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"D&N Haveli","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Daman & Diu","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Delhi","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Lakshadweep","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Puducherry","Offences Promoting Enmity Between Different Groups- Imputation-Assertions Prejudicial To National Integration-Sec 153B IPC",0,0
"Andhra Pradesh","Theft-Sec 379 to 382 IPC--Theft-Total",13856,14110
"Arunachal Pradesh","Theft-Sec 379 to 382 IPC--Theft-Total",510,518
"Assam","Theft-Sec 379 to 382 IPC--Theft-Total",12955,12985
"Bihar","Theft-Sec 379 to 382 IPC--Theft-Total",22228,22287
"Chhattisgarh","Theft-Sec 379 to 382 IPC--Theft-Total",5450,5468
"Goa","Theft-Sec 379 to 382 IPC--Theft-Total",463,466
"Gujarat","Theft-Sec 379 to 382 IPC--Theft-Total",13791,13901
"Haryana","Theft-Sec 379 to 382 IPC--Theft-Total",21741,21741
"Himachal Pradesh","Theft-Sec 379 to 382 IPC--Theft-Total",480,483
"Jammu & Kashmir","Theft-Sec 379 to 382 IPC--Theft-Total",1820,1823
"Jharkhand","Theft-Sec 379 to 382 IPC--Theft-Total",7285,7312
"Karnataka","Theft-Sec 379 to 382 IPC--Theft-Total",20687,20699
"Kerala","Theft-Sec 379 to 382 IPC--Theft-Total",3936,3955
"Madhya Pradesh","Theft-Sec 379 to 382 IPC--Theft-Total",28663,28674
"Maharashtra","Theft-Sec 379 to 382 IPC--Theft-Total",59097,59133
"Manipur","Theft-Sec 379 to 382 IPC--Theft-Total",801,801
"Meghalaya","Theft-Sec 379 to 382 IPC--Theft-Total",871,881
"Mizoram","Theft-Sec 379 to 382 IPC--Theft-Total",961,973
"Nagaland","Theft-Sec 379 to 382 IPC--Theft-Total",478,488
"Odisha","Theft-Sec 379 to 382 IPC--Theft-Total",9044,9103
"Punjab","Theft-Sec 379 to 382 IPC--Theft-Total",5982,6024
"Rajasthan","Theft-Sec 379 to 382 IPC--Theft-Total",27406,27432
"Sikkim","Theft-Sec 379 to 382 IPC--Theft-Total",93,93
"Tamil Nadu","Theft-Sec 379 to 382 IPC--Theft-Total",12128,12129
"Telangana","Theft-Sec 379 to 382 IPC--Theft-Total",12634,12939
"Tripura","Theft-Sec 379 to 382 IPC--Theft-Total",244,246
"Uttar Pradesh","Theft-Sec 379 to 382 IPC--Theft-Total",56550,56564
"Uttarakhand","Theft-Sec 379 to 382 IPC--Theft-Total",1823,2016
"West Bengal","Theft-Sec 379 to 382 IPC--Theft-Total",19902,19915
"A & N Islands","Theft-Sec 379 to 382 IPC--Theft-Total",64,64
"Chandigarh","Theft-Sec 379 to 382 IPC--Theft-Total",918,918
"D&N Haveli","Theft-Sec 379 to 382 IPC--Theft-Total",29,29
"Daman & Diu","Theft-Sec 379 to 382 IPC--Theft-Total",42,42
"Delhi","Theft-Sec 379 to 382 IPC--Theft-Total",130928,131418
"Lakshadweep","Theft-Sec 379 to 382 IPC--Theft-Total",8,8
"Puducherry","Theft-Sec 379 to 382 IPC--Theft-Total",536,613
"Andhra Pradesh","Theft-Sec 379 to 382 IPC--Auto Thef",4791,4793
"Arunachal Pradesh","Theft-Sec 379 to 382 IPC--Auto Thef",169,169
"Assam","Theft-Sec 379 to 382 IPC--Auto Thef",4330,4330
"Bihar","Theft-Sec 379 to 382 IPC--Auto Thef",10553,10554
"Chhattisgarh","Theft-Sec 379 to 382 IPC--Auto Thef",2654,2654
"Goa","Theft-Sec 379 to 382 IPC--Auto Thef",215,215
"Gujarat","Theft-Sec 379 to 382 IPC--Auto Thef",8046,8151
"Haryana","Theft-Sec 379 to 382 IPC--Auto Thef",15634,15634
"Himachal Pradesh","Theft-Sec 379 to 382 IPC--Auto Thef",255,255
"Jammu & Kashmir","Theft-Sec 379 to 382 IPC--Auto Thef",808,809
"Jharkhand","Theft-Sec 379 to 382 IPC--Auto Thef",3065,3065
"Karnataka","Theft-Sec 379 to 382 IPC--Auto Thef",10352,10353
"Kerala","Theft-Sec 379 to 382 IPC--Auto Thef",1294,1296
"Madhya Pradesh","Theft-Sec 379 to 382 IPC--Auto Thef",15876,15878
"Maharashtra","Theft-Sec 379 to 382 IPC--Auto Thef",22435,22448
"Manipur","Theft-Sec 379 to 382 IPC--Auto Thef",642,642
"Meghalaya","Theft-Sec 379 to 382 IPC--Auto Thef",199,199
"Mizoram","Theft-Sec 379 to 382 IPC--Auto Thef",100,101
"Nagaland","Theft-Sec 379 to 382 IPC--Auto Thef",278,279
"Odisha","Theft-Sec 379 to 382 IPC--Auto Thef",3204,3205
"Punjab","Theft-Sec 379 to 382 IPC--Auto Thef",2672,2692
"Rajasthan","Theft-Sec 379 to 382 IPC--Auto Thef",17544,17544
"Sikkim","Theft-Sec 379 to 382 IPC--Auto Thef",20,20
"Tamil Nadu","Theft-Sec 379 to 382 IPC--Auto Thef",4991,4991
"Telangana","Theft-Sec 379 to 382 IPC--Auto Thef",4161,4179
"Tripura","Theft-Sec 379 to 382 IPC--Auto Thef",94,94
"Uttar Pradesh","Theft-Sec 379 to 382 IPC--Auto Thef",34480,34480
"Uttarakhand","Theft-Sec 379 to 382 IPC--Auto Thef",876,883
"West Bengal","Theft-Sec 379 to 382 IPC--Auto Thef",4353,4353
"A & N Islands","Theft-Sec 379 to 382 IPC--Auto Thef",10,10
"Chandigarh","Theft-Sec 379 to 382 IPC--Auto Thef",616,616
"D&N Haveli","Theft-Sec 379 to 382 IPC--Auto Thef",18,18
"Daman & Diu","Theft-Sec 379 to 382 IPC--Auto Thef",19,19
"Delhi","Theft-Sec 379 to 382 IPC--Auto Thef",38644,38644
"Lakshadweep","Theft-Sec 379 to 382 IPC--Auto Thef",1,1
"Puducherry","Theft-Sec 379 to 382 IPC--Auto Thef",366,435
"Andhra Pradesh","Theft-Sec 379 to 382 IPC--Other Theft",9065,9317
"Arunachal Pradesh","Theft-Sec 379 to 382 IPC--Other Theft",341,349
"Assam","Theft-Sec 379 to 382 IPC--Other Theft",8625,8655
"Bihar","Theft-Sec 379 to 382 IPC--Other Theft",11675,11733
"Chhattisgarh","Theft-Sec 379 to 382 IPC--Other Theft",2796,2814
"Goa","Theft-Sec 379 to 382 IPC--Other Theft",248,251
"Gujarat","Theft-Sec 379 to 382 IPC--Other Theft",5745,5750
"Haryana","Theft-Sec 379 to 382 IPC--Other Theft",6107,6107
"Himachal Pradesh","Theft-Sec 379 to 382 IPC--Other Theft",225,228
"Jammu & Kashmir","Theft-Sec 379 to 382 IPC--Other Theft",1012,1014
"Jharkhand","Theft-Sec 379 to 382 IPC--Other Theft",4220,4247
"Karnataka","Theft-Sec 379 to 382 IPC--Other Theft",10335,10346
"Kerala","Theft-Sec 379 to 382 IPC--Other Theft",2642,2659
"Madhya Pradesh","Theft-Sec 379 to 382 IPC--Other Theft",12787,12796
"Maharashtra","Theft-Sec 379 to 382 IPC--Other Theft",36662,36685
"Manipur","Theft-Sec 379 to 382 IPC--Other Theft",159,159
"Meghalaya","Theft-Sec 379 to 382 IPC--Other Theft",672,682
"Mizoram","Theft-Sec 379 to 382 IPC--Other Theft",861,872
"Nagaland","Theft-Sec 379 to 382 IPC--Other Theft",200,209
"Odisha","Theft-Sec 379 to 382 IPC--Other Theft",5840,5898
"Punjab","Theft-Sec 379 to 382 IPC--Other Theft",3310,3332
"Rajasthan","Theft-Sec 379 to 382 IPC--Other Theft",9862,9888
"Sikkim","Theft-Sec 379 to 382 IPC--Other Theft",73,73
"Tamil Nadu","Theft-Sec 379 to 382 IPC--Other Theft",7137,7138
"Telangana","Theft-Sec 379 to 382 IPC--Other Theft",8473,8760
"Tripura","Theft-Sec 379 to 382 IPC--Other Theft",150,152
"Uttar Pradesh","Theft-Sec 379 to 382 IPC--Other Theft",22070,22084
"Uttarakhand","Theft-Sec 379 to 382 IPC--Other Theft",947,1133
"West Bengal","Theft-Sec 379 to 382 IPC--Other Theft",15549,15562
"A & N Islands","Theft-Sec 379 to 382 IPC--Other Theft",54,54
"Chandigarh","Theft-Sec 379 to 382 IPC--Other Theft",302,302
"D&N Haveli","Theft-Sec 379 to 382 IPC--Other Theft",11,11
"Daman & Diu","Theft-Sec 379 to 382 IPC--Other Theft",23,23
"Delhi","Theft-Sec 379 to 382 IPC--Other Theft",92284,92774
"Lakshadweep","Theft-Sec 379 to 382 IPC--Other Theft",7,7
"Puducherry","Theft-Sec 379 to 382 IPC--Other Theft",170,178
"Andhra Pradesh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4405,4418
"Arunachal Pradesh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",222,227
"Assam","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4886,4887
"Bihar","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4511,4555
"Chhattisgarh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",3209,3230
"Goa","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",168,175
"Gujarat","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4384,4400
"Haryana","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",6937,6937
"Himachal Pradesh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",555,564
"Jammu & Kashmir","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",1232,1233
"Jharkhand","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",1406,1406
"Karnataka","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",5987,5991
"Kerala","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",2579,2597
"Madhya Pradesh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",10806,11258
"Maharashtra","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",14834,14957
"Manipur","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",69,69
"Meghalaya","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",219,219
"Mizoram","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",678,688
"Nagaland","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",105,105
"Odisha","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4004,4017
"Punjab","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",2976,2978
"Rajasthan","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",5301,5318
"Sikkim","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",76,79
"Tamil Nadu","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4535,4604
"Telangana","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",4734,4746
"Tripura","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",142,142
"Uttar Pradesh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",7503,7596
"Uttarakhand","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",418,418
"West Bengal","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",276,276
"A & N Islands","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",58,58
"Chandigarh","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",141,141
"D&N Haveli","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",22,22
"Daman & Diu","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",20,21
"Delhi","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",14307,14356
"Lakshadweep","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",1,1
"Puducherry","Criminal Trespass- Burglary-Sec 453 to 457 IPC r w 380 IPC",40,40
"Andhra Pradesh","Extortion-Sec 384 to 389 IPC",510,511
"Arunachal Pradesh","Extortion-Sec 384 to 389 IPC",100,100
"Assam","Extortion-Sec 384 to 389 IPC",1346,1347
"Bihar","Extortion-Sec 384 to 389 IPC",1251,1261
"Chhattisgarh","Extortion-Sec 384 to 389 IPC",66,66
"Goa","Extortion-Sec 384 to 389 IPC",2,2
"Gujarat","Extortion-Sec 384 to 389 IPC",294,294
"Haryana","Extortion-Sec 384 to 389 IPC",320,320
"Himachal Pradesh","Extortion-Sec 384 to 389 IPC",9,9
"Jammu & Kashmir","Extortion-Sec 384 to 389 IPC",0,0
"Jharkhand","Extortion-Sec 384 to 389 IPC",585,688
"Karnataka","Extortion-Sec 384 to 389 IPC",221,222
"Kerala","Extortion-Sec 384 to 389 IPC",49,49
"Madhya Pradesh","Extortion-Sec 384 to 389 IPC",185,185
"Maharashtra","Extortion-Sec 384 to 389 IPC",788,793
"Manipur","Extortion-Sec 384 to 389 IPC",65,66
"Meghalaya","Extortion-Sec 384 to 389 IPC",105,108
"Mizoram","Extortion-Sec 384 to 389 IPC",15,15
"Nagaland","Extortion-Sec 384 to 389 IPC",151,151
"Odisha","Extortion-Sec 384 to 389 IPC",635,640
"Punjab","Extortion-Sec 384 to 389 IPC",65,65
"Rajasthan","Extortion-Sec 384 to 389 IPC",202,202
"Sikkim","Extortion-Sec 384 to 389 IPC",1,1
"Tamil Nadu","Extortion-Sec 384 to 389 IPC",1387,1387
"Telangana","Extortion-Sec 384 to 389 IPC",361,372
"Tripura","Extortion-Sec 384 to 389 IPC",23,23
"Uttar Pradesh","Extortion-Sec 384 to 389 IPC",1863,1863
"Uttarakhand","Extortion-Sec 384 to 389 IPC",18,18
"West Bengal","Extortion-Sec 384 to 389 IPC",748,757
"A & N Islands","Extortion-Sec 384 to 389 IPC",0,0
"Chandigarh","Extortion-Sec 384 to 389 IPC",2,2
"D&N Haveli","Extortion-Sec 384 to 389 IPC",2,2
"Daman & Diu","Extortion-Sec 384 to 389 IPC",3,3
"Delhi","Extortion-Sec 384 to 389 IPC",226,230
"Lakshadweep","Extortion-Sec 384 to 389 IPC",0,0
"Puducherry","Extortion-Sec 384 to 389 IPC",17,17
"Andhra Pradesh","Robbery-Sec 392 to 394 IPC",315,318
"Arunachal Pradesh","Robbery-Sec 392 to 394 IPC",63,64
"Assam","Robbery-Sec 392 to 394 IPC",940,941
"Bihar","Robbery-Sec 392 to 394 IPC",1410,1418
"Chhattisgarh","Robbery-Sec 392 to 394 IPC",379,384
"Goa","Robbery-Sec 392 to 394 IPC",14,14
"Gujarat","Robbery-Sec 392 to 394 IPC",1155,1172
"Haryana","Robbery-Sec 392 to 394 IPC",734,734
"Himachal Pradesh","Robbery-Sec 392 to 394 IPC",11,11
"Jammu & Kashmir","Robbery-Sec 392 to 394 IPC",59,59
"Jharkhand","Robbery-Sec 392 to 394 IPC",551,569
"Karnataka","Robbery-Sec 392 to 394 IPC",2157,2184
"Kerala","Robbery-Sec 392 to 394 IPC",908,918
"Madhya Pradesh","Robbery-Sec 392 to 394 IPC",1602,1615
"Maharashtra","Robbery-Sec 392 to 394 IPC",6030,6072
"Manipur","Robbery-Sec 392 to 394 IPC",15,15
"Meghalaya","Robbery-Sec 392 to 394 IPC",87,88
"Mizoram","Robbery-Sec 392 to 394 IPC",4,5
"Nagaland","Robbery-Sec 392 to 394 IPC",32,35
"Odisha","Robbery-Sec 392 to 394 IPC",2012,2035
"Punjab","Robbery-Sec 392 to 394 IPC",147,147
"Rajasthan","Robbery-Sec 392 to 394 IPC",970,1028
"Sikkim","Robbery-Sec 392 to 394 IPC",5,5
"Tamil Nadu","Robbery-Sec 392 to 394 IPC",1680,1682
"Telangana","Robbery-Sec 392 to 394 IPC",671,684
"Tripura","Robbery-Sec 392 to 394 IPC",22,36
"Uttar Pradesh","Robbery-Sec 392 to 394 IPC",4502,4540
"Uttarakhand","Robbery-Sec 392 to 394 IPC",128,128
"West Bengal","Robbery-Sec 392 to 394 IPC",472,491
"A & N Islands","Robbery-Sec 392 to 394 IPC",5,5
"Chandigarh","Robbery-Sec 392 to 394 IPC",54,54
"D&N Haveli","Robbery-Sec 392 to 394 IPC",1,1
"Daman & Diu","Robbery-Sec 392 to 394 IPC",2,2
"Delhi","Robbery-Sec 392 to 394 IPC",4761,4776
"Lakshadweep","Robbery-Sec 392 to 394 IPC",0,0
"Puducherry","Robbery-Sec 392 to 394 IPC",8,8
"Andhra Pradesh","Dacoity- Dacoity-Sec 395 to 398 IPC",62,62
"Arunachal Pradesh","Dacoity- Dacoity-Sec 395 to 398 IPC",10,13
"Assam","Dacoity- Dacoity-Sec 395 to 398 IPC",154,160
"Bihar","Dacoity- Dacoity-Sec 395 to 398 IPC",342,401
"Chhattisgarh","Dacoity- Dacoity-Sec 395 to 398 IPC",58,71
"Goa","Dacoity- Dacoity-Sec 395 to 398 IPC",7,14
"Gujarat","Dacoity- Dacoity-Sec 395 to 398 IPC",319,375
"Haryana","Dacoity- Dacoity-Sec 395 to 398 IPC",176,177
"Himachal Pradesh","Dacoity- Dacoity-Sec 395 to 398 IPC",2,2
"Jammu & Kashmir","Dacoity- Dacoity-Sec 395 to 398 IPC",6,6
"Jharkhand","Dacoity- Dacoity-Sec 395 to 398 IPC",199,226
"Karnataka","Dacoity- Dacoity-Sec 395 to 398 IPC",327,344
"Kerala","Dacoity- Dacoity-Sec 395 to 398 IPC",71,79
"Madhya Pradesh","Dacoity- Dacoity-Sec 395 to 398 IPC",117,135
"Maharashtra","Dacoity- Dacoity-Sec 395 to 398 IPC",644,676
"Manipur","Dacoity- Dacoity-Sec 395 to 398 IPC",1,8
"Meghalaya","Dacoity- Dacoity-Sec 395 to 398 IPC",26,27
"Mizoram","Dacoity- Dacoity-Sec 395 to 398 IPC",6,9
"Nagaland","Dacoity- Dacoity-Sec 395 to 398 IPC",2,2
"Odisha","Dacoity- Dacoity-Sec 395 to 398 IPC",455,467
"Punjab","Dacoity- Dacoity-Sec 395 to 398 IPC",42,46
"Rajasthan","Dacoity- Dacoity-Sec 395 to 398 IPC",63,83
"Sikkim","Dacoity- Dacoity-Sec 395 to 398 IPC",0,0
"Tamil Nadu","Dacoity- Dacoity-Sec 395 to 398 IPC",109,110
"Telangana","Dacoity- Dacoity-Sec 395 to 398 IPC",62,85
"Tripura","Dacoity- Dacoity-Sec 395 to 398 IPC",1,1
"Uttar Pradesh","Dacoity- Dacoity-Sec 395 to 398 IPC",272,294
"Uttarakhand","Dacoity- Dacoity-Sec 395 to 398 IPC",17,17
"West Bengal","Dacoity- Dacoity-Sec 395 to 398 IPC",112,120
